ID,GENENAME
ENSMUST00000005431.5,Letm1
ENSMUST00000005452.5,Fgfr4
ENSMUST00000005470.4,Cadm3
ENSMUST00000005477.5,Cyp2b10
ENSMUST00000005487.11,Txn2
ENSMUST00000005488.8,Casp14
ENSMUST00000005490.9,Slc1a6
ENSMUST00000005493.13,Slc1a3
ENSMUST00000005503.4,Msh6
ENSMUST00000005504.14,Fbxo11
ENSMUST00000005507.9,Mlxipl
ENSMUST00000005508.13,Tbl2
ENSMUST00000005509.10,Stx1a
ENSMUST00000005518.15,Kmt5b
ENSMUST00000005532.8,Nid1
ENSMUST00000005548.7,Hmox1
ENSMUST00000005578.12,Cic
ENSMUST00000005583.11,Pafah1b3
ENSMUST00000005592.6,Siglecg
ENSMUST00000005597.8,Zfp658
ENSMUST00000005600.5,Rfx1
ENSMUST00000005601.8,Il27ra
ENSMUST00000005606.7,Prkaca
ENSMUST00000005607.8,Asf1b
ENSMUST00000005611.9,Myl10
ENSMUST00000005616.15,Pkn1
ENSMUST00000005620.9,Dnajb1
ENSMUST00000005630.10,Msh4
ENSMUST00000005643.13,Celf1
ENSMUST00000005647.3,Ndufs3
ENSMUST00000005651.12,Por
ENSMUST00000005669.8,Cyp2b13
ENSMUST00000005671.9,Igf1r
ENSMUST00000005678.5,Fcer2a
ENSMUST00000005685.14,Cyp2a5
ENSMUST00000005692.13,Atp4a
ENSMUST00000005705.7,Trim28
ENSMUST00000005711.5,Chmp2a
ENSMUST00000005714.13,Ube2m
ENSMUST00000005719.3,Adcy9
ENSMUST00000005722.13,Mef2c
ENSMUST00000005749.5,Ctr9
ENSMUST00000005751.12,Mrvi1
ENSMUST00000005768.7,Pip5k1a
ENSMUST00000005769.12,Tmod4
ENSMUST00000005791.13,Cabp5
ENSMUST00000005798.8,Snx6
ENSMUST00000005810.8,Mthfd2
ENSMUST00000005815.6,Kit
ENSMUST00000005817.8,Tomm40l
ENSMUST00000005820.10,Nr1i3
ENSMUST00000005824.11,Apoa2
ENSMUST00000005825.7,Pan2
ENSMUST00000005826.8,Cs
ENSMUST00000005829.12,Ampd3
ENSMUST00000005830.14,Bcas2
ENSMUST00000005839.10,Sh2d1a
ENSMUST00000005841.15,Ctcf
ENSMUST00000005849.10,Agrp
ENSMUST00000005860.15,Pvalb
ENSMUST00000005862.8,Tfap4
ENSMUST00000005889.15,Vav1
ENSMUST00000005891.6,Klk9
ENSMUST00000005907.11,Cd247
ENSMUST00000005923.6,Psmb4
ENSMUST00000005933.3,Klk1b16
ENSMUST00000005950.11,Mmp12
ENSMUST00000005952.10,Slc30a4
ENSMUST00000005953.10,Sqor
ENSMUST00000005954.8,Bloc1s6
ENSMUST00000005964.6,Adh5
ENSMUST00000005975.7,Gpr108
ENSMUST00000005976.7,Tnfsf14
ENSMUST00000006005.11,Pth1r
ENSMUST00000006020.7,Cnga2
ENSMUST00000006027.6,Reep5
ENSMUST00000006029.10,Arhgap8
ENSMUST00000006035.12,Ergic3
ENSMUST00000006036.12,Uqcc1
ENSMUST00000006037.12,Ncoa2
ENSMUST00000006046.4,Trh
ENSMUST00000006053.12,Smpd4
ENSMUST00000006061.12,Pex1
ENSMUST00000006071.13,Otx1
ENSMUST00000006094.5,Cyp2d26
ENSMUST00000006101.3,Itgae
ENSMUST00000006103.8,Ctns
ENSMUST00000006104.9,P2rx5
ENSMUST00000006105.6,Shpk
ENSMUST00000006106.13,Trpv1
ENSMUST00000006112.6,Ephb3
ENSMUST00000006123.10,Tuft1
ENSMUST00000006128.6,Rcn1
ENSMUST00000006136.10,Dnase1
ENSMUST00000006137.8,Trap1
ENSMUST00000006139.7,1700037C18Rik
ENSMUST00000006151.12,Tyrp1
ENSMUST00000006167.12,Odr4
ENSMUST00000006171.15,Prg4
ENSMUST00000006178.4,Kptn
ENSMUST00000006181.6,Napa
ENSMUST00000006205.13,Ankhd1
ENSMUST00000006209.4,Sra1
ENSMUST00000006217.9,Snf8
ENSMUST00000006221.13,Vps54
ENSMUST00000006235.8,Ctsb
ENSMUST00000006254.5,Tbcb
ENSMUST00000006286.8,Inpp5k
ENSMUST00000006293.4,Crkl
ENSMUST00000006301.10,Lrwd1
ENSMUST00000006303.10,Upk3bl
ENSMUST00000006311.12,Tead4
ENSMUST00000006341.3,Prss16
ENSMUST00000006353.13,Cdkal1
ENSMUST00000006362.3,Rhox6
ENSMUST00000006367.7,Htra1
ENSMUST00000006377.12,Zbtb17
ENSMUST00000006378.8,Clcnkb
ENSMUST00000006380.4,Fam131c
ENSMUST00000006381.10,Fblim1
ENSMUST00000006391.4,Serpinb9
ENSMUST00000006392.2,Serpinb9b
ENSMUST00000006397.6,Epor
ENSMUST00000006403.6,Ccdc159
ENSMUST00000006415.5,Plcb2
ENSMUST00000006424.7,Mob1b
ENSMUST00000006431.7,Atp6v1b1
ENSMUST00000006435.7,Atp6v1b2
ENSMUST00000006444.8,Tep1
ENSMUST00000006451.7,Ttc5
ENSMUST00000006452.12,Osgep
ENSMUST00000006462.13,Aamp
ENSMUST00000006467.13,Arpc2
ENSMUST00000006470.13,Kmt2b
ENSMUST00000006476.5,Upk1a
ENSMUST00000006478.9,Tmem147
ENSMUST00000006496.14,Rps9
ENSMUST00000006508.9,Ggt1
ENSMUST00000006523.11,Crip1
ENSMUST00000006525.13,Cbfa2t3
ENSMUST00000006544.8,Gcat
ENSMUST00000006556.10,Mpl
ENSMUST00000006557.12,Elovl1
ENSMUST00000006559.13,Tpbg
ENSMUST00000006562.5,Hyi
ENSMUST00000006565.12,Cdc20
ENSMUST00000006578.9,Nectin4
ENSMUST00000006579.4,Pfdn2
ENSMUST00000006587.6,Tmem189
ENSMUST00000006611.8,Srm
ENSMUST00000006614.2,Epha2
ENSMUST00000006618.8,Arhgef19
ENSMUST00000006625.7,Rbm14
ENSMUST00000006626.4,Actn3
ENSMUST00000006629.13,Sptbn1
ENSMUST00000006632.7,Zdhhc24
ENSMUST00000006638.7,Slc34a3
ENSMUST00000006646.14,Nsmf
ENSMUST00000006659.7,Prl7a1
ENSMUST00000006660.6,Prl7a2
ENSMUST00000006662.3,Prl8a9
ENSMUST00000006664.7,Prl8a1
ENSMUST00000006667.10,Gvin1
ENSMUST00000006669.5,Pdk1
ENSMUST00000006679.14,Prtn3
ENSMUST00000006687.4,Orm3
ENSMUST00000006692.5,Mvd
ENSMUST00000006697.16,Itih3
ENSMUST00000006701.7,Stimate
ENSMUST00000006703.14,Itih4
ENSMUST00000006704.16,Itih1
ENSMUST00000006716.7,Wnt6
ENSMUST00000006718.14,Wnt10a
ENSMUST00000006721.2,Cryba2
ENSMUST00000006742.10,Atp7b
ENSMUST00000006745.3,Defb2
ENSMUST00000006749.9,Slc4a1
ENSMUST00000006750.7,Rundc3a
ENSMUST00000006754.13,Ubtf
ENSMUST00000006760.2,Cdt1
ENSMUST00000006761.9,Runx1t1
ENSMUST00000006762.6,Snai3
ENSMUST00000006764.8,Aprt
ENSMUST00000006774.10,Gtf2h1
ENSMUST00000006785.7,Slc17a1
ENSMUST00000006786.10,Slc17a2
ENSMUST00000006787.7,Hfe
ENSMUST00000006792.5,Ncr1
ENSMUST00000006814.8,Abhd1
ENSMUST00000006818.3,Tcf23
ENSMUST00000006825.8,Nphs1
ENSMUST00000006828.8,Aplp1
ENSMUST00000006838.15,Qars
ENSMUST00000006851.14,Qrich1
ENSMUST00000006853.10,P4htm
ENSMUST00000006854.12,Usp19
ENSMUST00000006856.2,Pola1
ENSMUST00000006893.8,D130043K22Rik
ENSMUST00000006898.9,Gmnn
ENSMUST00000006900.6,Acot13
ENSMUST00000006903.7,Zfp184
ENSMUST00000006911.11,Cdk4
ENSMUST00000006912.11,Pip4k2a
ENSMUST00000006914.10,B4galnt1
ENSMUST00000006915.13,Mettl1
ENSMUST00000006949.8,Tph2
ENSMUST00000006952.8,Saa4
ENSMUST00000006956.8,Saa3
ENSMUST00000006963.2,Krt28
ENSMUST00000006969.7,Krt23
ENSMUST00000006973.11,Kat2a
ENSMUST00000006976.7,Ttc25
ENSMUST00000006991.8,Hcn1
ENSMUST00000007005.13,Acat2
ENSMUST00000007007.13,Wtap
ENSMUST00000007012.5,Sod2
ENSMUST00000007042.5,Ik
ENSMUST00000007046.8,Tmco6
ENSMUST00000007130.14,Ctnnb1
ENSMUST00000007131.15,Acly
ENSMUST00000007139.5,Eif1b
ENSMUST00000007156.4,Klk1b11
ENSMUST00000007161.7,Klk4
ENSMUST00000007171.12,Chrd
ENSMUST00000007207.14,Clcn2
ENSMUST00000007212.8,Psmd2
ENSMUST00000007216.8,Ap2m1
ENSMUST00000007236.4,Syngr3
ENSMUST00000007245.7,Vwa7
ENSMUST00000007248.4,Hspa1l
ENSMUST00000007249.14,Slc44a4
ENSMUST00000007250.13,Msh5
ENSMUST00000007251.13,Abhd16a
ENSMUST00000007253.5,Neu1
ENSMUST00000007255.12,Ddah2
ENSMUST00000007257.9,Clic1
ENSMUST00000007259.3,Ly6g6d
ENSMUST00000007266.13,Lsm2
ENSMUST00000007272.7,Krt14
ENSMUST00000007275.2,Krt13
ENSMUST00000007280.8,Krt16
ENSMUST00000007296.11,Pole
ENSMUST00000007301.13,Myh3
ENSMUST00000007317.7,Krt19
ENSMUST00000007318.1,Krt31
ENSMUST00000007340.3,Atp12a
ENSMUST00000007423.11,Scube2
ENSMUST00000007433.4,Kiss1
ENSMUST00000007444.13,Strada
ENSMUST00000007449.8,Akr1b7
ENSMUST00000007482.7,Mrpl49
ENSMUST00000007533.14,Vps25
ENSMUST00000007559.14,Gatad1
ENSMUST00000007584.3,Pcdhac1
ENSMUST00000007601.3,2310003L06Rik
ENSMUST00000007602.14,M6pr
ENSMUST00000007708.13,Ppp2r1a
ENSMUST00000007733.7,Tinf2
ENSMUST00000007735.8,Tssk4
ENSMUST00000007738.10,Hapln4
ENSMUST00000007747.9,Dus3l
ENSMUST00000007754.12,Gtpbp3
ENSMUST00000007757.14,Tgfbr1
ENSMUST00000007790.10,Rad51c
ENSMUST00000007797.9,Gabrb2
ENSMUST00000007799.12,Cav1
ENSMUST00000007800.7,Arpp19
ENSMUST00000007803.11,Bcl2l1
ENSMUST00000007814.9,Khsrp
ENSMUST00000007865.6,Ccdc124
ENSMUST00000007884.14,Zfp54
ENSMUST00000007921.8,0610009B22Rik
ENSMUST00000007949.3,Twist2
ENSMUST00000007959.13,Rhoa
ENSMUST00000007961.14,Zmiz1
ENSMUST00000007980.6,Hnrnpa0
ENSMUST00000007981.8,Prrg2
ENSMUST00000007993.15,Rbm28
ENSMUST00000008004.9,Ddx49
ENSMUST00000008011.7,Gm9946
ENSMUST00000008016.2,Id3
ENSMUST00000008021.2,Tcap
ENSMUST00000008024.6,Arid1a
ENSMUST00000008032.13,Crlf1
ENSMUST00000008036.8,Rplp1
ENSMUST00000008051.4,Cabs1
ENSMUST00000008052.12,Hmgcll1
ENSMUST00000008088.8,Ttc9b
ENSMUST00000008090.10,Phox2a
ENSMUST00000008094.9,Abhd8
ENSMUST00000008131.9,Ift22
ENSMUST00000008179.6,Mid1ip1
ENSMUST00000008273.7,Prok2
ENSMUST00000008280.13,Fhl2
ENSMUST00000008297.4,Clstn3
ENSMUST00000008350.15,Cers4
ENSMUST00000008445.6,Phax
ENSMUST00000008451.11,1700109H08Rik
ENSMUST00000008462.10,Relt
ENSMUST00000008477.12,Snrpb2
ENSMUST00000008517.12,Prpf31
ENSMUST00000008528.7,Sertad1
ENSMUST00000008537.9,Carhsp1
ENSMUST00000008542.11,Elk3
ENSMUST00000008573.8,Herpud2
ENSMUST00000008579.13,Rdh13
ENSMUST00000008582.3,Adam21
ENSMUST00000008594.8,Nutf2
ENSMUST00000008605.5,Fut1
ENSMUST00000008626.9,Rnf151
ENSMUST00000008633.14,Elavl2
ENSMUST00000008684.10,Mgst1
ENSMUST00000008733.14,Dnajb6
ENSMUST00000008734.4,Htr3b
ENSMUST00000008745.12,Rab25
ENSMUST00000008748.7,Ubqln4
ENSMUST00000008801.6,Cyp4f15
ENSMUST00000008812.8,Rps18
ENSMUST00000008826.13,Rpl10
ENSMUST00000008830.9,Zfp955a
ENSMUST00000008847.6,Vav1
ENSMUST00000008878.9,Gprc5b
ENSMUST00000008893.8,Coro1b
ENSMUST00000008907.13,Man1a2
ENSMUST00000008957.12,Tppp2
ENSMUST00000008966.12,Acyp1
ENSMUST00000008987.4,Cldn13
ENSMUST00000008991.7,Sptbn2
ENSMUST00000008995.14,Hdac4
ENSMUST00000008999.11,Hdac5
ENSMUST00000009003.8,Rala
ENSMUST00000009018.3,Clec3a
ENSMUST00000009036.10,Vdac3
ENSMUST00000009039.5,Rpl30
ENSMUST00000009058.9,Abcb1b
ENSMUST00000009099.12,Mta1
ENSMUST00000009102.8,Vps72
ENSMUST00000009120.7,Gabpa
ENSMUST00000009138.12,Stk38
ENSMUST00000009143.7,Bmp7
ENSMUST00000009157.3,Dynll1
ENSMUST00000009174.14,Pdcl
ENSMUST00000009191.3,Gm5965
ENSMUST00000009214.9,Rsph14
ENSMUST00000009219.2,Cabp7
ENSMUST00000009220.4,Zmat5
ENSMUST00000009234.15,Ap1b1
ENSMUST00000009236.5,Derl3
ENSMUST00000009241.6,Tbx1
ENSMUST00000009256.3,Bcl2l13
ENSMUST00000009259.4,Spatc1l
ENSMUST00000009321.10,Dgcr8
ENSMUST00000009329.2,Ccl8
ENSMUST00000009340.9,Ifi211
ENSMUST00000009344.15,Xpo6
ENSMUST00000009354.9,Prr29
ENSMUST00000009356.10,Serpinb2
ENSMUST00000009358.8,Mymk
ENSMUST00000009390.9,Trpm5
ENSMUST00000009392.5,Ascl2
ENSMUST00000009396.12,Tspan32
ENSMUST00000009411.8,Zfp212
ENSMUST00000009420.14,Repin1
ENSMUST00000009425.6,Rarres2
ENSMUST00000009435.11,Pttg1ip
ENSMUST00000009522.3,Slc16a12
ENSMUST00000009530.4,Timp1
ENSMUST00000009538.11,Syn2
ENSMUST00000009550.13,Elk1
ENSMUST00000009617.9,Kcnc4
ENSMUST00000009667.11,Ush1c
ENSMUST00000009679.10,Rnmt
ENSMUST00000009689.10,Kcnq1
ENSMUST00000009693.14,Srp14
ENSMUST00000009695.2,6330409D20Rik
ENSMUST00000009699.15,Cdk9
ENSMUST00000009705.13,Eng
ENSMUST00000009707.13,Tor2a
ENSMUST00000009713.13,Mrtfb
ENSMUST00000009727.11,Syngr1
ENSMUST00000009728.12,Syngr1
ENSMUST00000009732.7,St6galnac1
ENSMUST00000009740.8,Taf7l
ENSMUST00000009772.7,Tex15
ENSMUST00000009774.10,Ppp2cb
ENSMUST00000009777.3,G0s2
ENSMUST00000009789.14,P4ha1
ENSMUST00000009790.13,Pla2g12b
ENSMUST00000009791.6,Mcu
ENSMUST00000009798.4,Oit3
ENSMUST00000009814.9,Tex11
ENSMUST00000009831.13,Fxyd5
ENSMUST00000009875.4,Kcnd1
ENSMUST00000009877.7,Tfcp2
ENSMUST00000009885.13,Ubp1
ENSMUST00000009972.5,Cilk1
ENSMUST00000010007.8,Sdhb
ENSMUST00000010020.11,Cox4i2
ENSMUST00000010038.9,Snap47
ENSMUST00000010044.7,Wnt3a
ENSMUST00000010049.5,Kdsr
ENSMUST00000010085.3,Nxf2
ENSMUST00000010127.11,Tktl1
ENSMUST00000010188.8,Zmynd10
ENSMUST00000010189.2,Tmem115
ENSMUST00000010191.12,Hyal2
ENSMUST00000010192.10,Ifrd2
ENSMUST00000010195.13,Hyal1
ENSMUST00000010198.4,Tusc2
ENSMUST00000010201.8,Nprl2
ENSMUST00000010205.8,Gnat1
ENSMUST00000010208.13,Slc38a3
ENSMUST00000010210.12,Cacna2d2
ENSMUST00000010211.6,Rassf1
ENSMUST00000010224.13,Epn3
ENSMUST00000010239.5,Slc3a2
ENSMUST00000010241.13,Nxf1
ENSMUST00000010248.3,Tmem223
ENSMUST00000010249.6,Tmem179b
ENSMUST00000010250.3,Slc22a6
ENSMUST00000010251.10,Slc22a8
ENSMUST00000010254.15,Stx5a
ENSMUST00000010267.9,Slc47a1
ENSMUST00000010278.11,Wdr77
ENSMUST00000010279.9,Tmigd3
ENSMUST00000010280.10,Pifo
ENSMUST00000010286.7,Tnfrsf13b
ENSMUST00000010298.6,Spire2
ENSMUST00000010319.13,Prox1
ENSMUST00000010348.6,Fdx2
ENSMUST00000010421.6,2610507B11Rik
ENSMUST00000010434.7,AI597479
ENSMUST00000010451.7,Tmem86a
ENSMUST00000010502.12,Ifi35
ENSMUST00000010506.9,Rdm1
ENSMUST00000010520.9,Nedd8
ENSMUST00000010536.8,Gosr1
ENSMUST00000010550.11,Mrpl52
ENSMUST00000010579.7,Spaca7
ENSMUST00000010597.9,Kansl3
ENSMUST00000010673.6,Gm266
ENSMUST00000010682.3,Tsacc
ENSMUST00000010698.12,Mettl16
ENSMUST00000010736.8,Dazl
ENSMUST00000010745.12,Apol7a
ENSMUST00000010753.13,Psen2
ENSMUST00000010795.4,Acaa1b
ENSMUST00000010804.3,Plcd1
ENSMUST00000010807.5,Fads1
ENSMUST00000010899.13,Cars
ENSMUST00000010904.4,Phlda2
ENSMUST00000010940.10,Asz1
ENSMUST00000010941.5,Wnt2
ENSMUST00000010969.14,Grid2ip
ENSMUST00000010974.8,Kdelr3
ENSMUST00000010985.7,Cfap97d1
ENSMUST00000011029.11,Dnajc19
ENSMUST00000011055.6,Apip
ENSMUST00000011058.8,Pdhx
ENSMUST00000011152.13,Mcoln2
ENSMUST00000011178.4,Slc5a1
ENSMUST00000011196.6,Dusp1
ENSMUST00000011262.3,Panx3
ENSMUST00000011285.10,Fgf11
ENSMUST00000011298.13,Cfap161
ENSMUST00000011302.8,Brf1
ENSMUST00000011315.9,Vipr2
ENSMUST00000011391.11,Prss45
ENSMUST00000011398.12,Thg1l
ENSMUST00000011400.7,Adam19
ENSMUST00000011407.7,Exoc3l2
ENSMUST00000011445.7,Cd209d
ENSMUST00000011450.7,Sugp1
ENSMUST00000011492.14,Acad9
ENSMUST00000011493.5,Dmrtc2
ENSMUST00000011526.6,Dhdh
ENSMUST00000011607.5,Cpb1
ENSMUST00000011623.8,Dennd1c
ENSMUST00000011733.8,Fsd1
ENSMUST00000011776.7,Pinlyp
ENSMUST00000011877.12,Sptbn1
ENSMUST00000011895.13,Sptbn4
ENSMUST00000011896.7,Pgam1
ENSMUST00000011934.12,Ttn
ENSMUST00000011981.4,Snapc2
ENSMUST00000012028.13,Gltp
ENSMUST00000012104.6,Ccnt1
ENSMUST00000012152.12,Dgcr2
ENSMUST00000012161.4,Scarf2
ENSMUST00000012186.8,4930579F01Rik
ENSMUST00000012259.8,Med15
ENSMUST00000012262.11,Dhdds
ENSMUST00000012279.5,Gsc2
ENSMUST00000012281.7,Bmp5
ENSMUST00000012314.9,Zfp729a
ENSMUST00000012331.6,Mogat1
ENSMUST00000012348.8,Gstm2
ENSMUST00000012355.13,Tex22
ENSMUST00000012426.2,Wnt8a
ENSMUST00000012440.13,Tjap1
ENSMUST00000012540.4,Nanog
ENSMUST00000012566.8,Tmem167
ENSMUST00000012580.12,Hps3
ENSMUST00000012587.3,Kif11
ENSMUST00000012612.10,Zmiz2
ENSMUST00000012627.4,Rpa3
ENSMUST00000012664.10,Phox2b
ENSMUST00000012679.14,Tnpo3
ENSMUST00000012725.7,Zfp273
ENSMUST00000012734.9,Dnajb6
ENSMUST00000012759.13,Spaca6
ENSMUST00000012796.13,Zfp715
ENSMUST00000012798.13,Siglecf
ENSMUST00000012847.2,Cd209a
ENSMUST00000012849.14,Retn
ENSMUST00000012873.15,Zfp729b
ENSMUST00000012921.8,Acp4
ENSMUST00000013130.14,Strn3
ENSMUST00000013220.7,Amotl1
ENSMUST00000013227.7,2200002J24Rik
ENSMUST00000013235.5,Tmem190
ENSMUST00000013262.14,Zkscan17
ENSMUST00000013294.15,Gfod2
ENSMUST00000013299.10,Enkd1
ENSMUST00000013302.6,4933405L10Rik
ENSMUST00000013304.7,Atp6v0d1
ENSMUST00000013338.13,Arih2
ENSMUST00000013455.12,Adh6a
ENSMUST00000013458.8,Adh4
ENSMUST00000013497.7,4931406B18Rik
ENSMUST00000013559.2,Igf2bp1
ENSMUST00000013615.13,Srrm3
ENSMUST00000013633.11,Fgfrl1
ENSMUST00000013667.2,Bcas1
ENSMUST00000013693.10,Commd8
ENSMUST00000013706.8,4833413E03Rik
ENSMUST00000013737.12,Ndufs2
ENSMUST00000013755.11,Snx31
ENSMUST00000013759.5,Fnbp4
ENSMUST00000013766.12,Atraid
ENSMUST00000013771.14,Trim54
ENSMUST00000013773.11,Cad
ENSMUST00000013787.10,Lypd8
ENSMUST00000013797.2,1810065E05Rik
ENSMUST00000013807.7,Pten
ENSMUST00000013842.11,Pea15a
ENSMUST00000013845.12,Timm23
ENSMUST00000013851.3,Tnfaip8l2
ENSMUST00000013882.9,Crbn
ENSMUST00000013886.8,Ppp1r12c
ENSMUST00000013910.4,Ly6g6e
ENSMUST00000013931.11,Ehmt2
ENSMUST00000013949.14,Birc3
ENSMUST00000013966.7,Elof1
ENSMUST00000013970.8,Pip4k2c
ENSMUST00000013995.12,Abca4
ENSMUST00000014022.14,Rnf170
ENSMUST00000014058.10,Klk10
ENSMUST00000014063.5,Klk12
ENSMUST00000014065.15,Clip3
ENSMUST00000014072.5,Thap8
ENSMUST00000014080.12,Myl2
ENSMUST00000014089.8,Gpc2
ENSMUST00000014118.3,Mcemp1
ENSMUST00000014174.13,Pax5
ENSMUST00000014218.14,Rnf168
ENSMUST00000014220.14,Tctex1d2
ENSMUST00000014221.12,Chp1
ENSMUST00000014248.10,Sval2
ENSMUST00000014263.5,Ugt1a6a
ENSMUST00000014290.14,Apbb1ip
ENSMUST00000014321.4,Tvp23b
ENSMUST00000014339.14,Dnajc7
ENSMUST00000014370.10,Cacybp
ENSMUST00000014389.5,Pigl
ENSMUST00000014421.14,Ankrd17
ENSMUST00000014438.4,Ndufa2
ENSMUST00000014445.6,Pam16
ENSMUST00000014447.12,Glis2
ENSMUST00000014457.14,Cox6c
ENSMUST00000014473.5,Bicc1
ENSMUST00000014476.5,Klra8
ENSMUST00000014499.9,Anapc1
ENSMUST00000014505.4,Mertk
ENSMUST00000014545.10,Ldhc
ENSMUST00000014546.14,Tsg101
ENSMUST00000014562.13,Hps5
ENSMUST00000014578.6,Plg
ENSMUST00000014597.4,Blk
ENSMUST00000014614.3,Rnf166
ENSMUST00000014640.8,Ankrd28
ENSMUST00000014642.9,Ankrd52
ENSMUST00000014647.8,Pkd2l2
ENSMUST00000014673.8,Tmbim7
ENSMUST00000014683.12,Klra5
ENSMUST00000014684.5,U2af1
ENSMUST00000014686.2,Clec4f
ENSMUST00000014687.10,Klra17
ENSMUST00000014691.9,Wdfy2
ENSMUST00000014694.10,Rbsn
ENSMUST00000014695.8,Mrps25
ENSMUST00000014698.9,Dguok
ENSMUST00000014743.9,Csf1
ENSMUST00000014747.2,Alx3
ENSMUST00000014750.14,Slc25a11
ENSMUST00000014753.8,Chrne
ENSMUST00000014777.8,Cpne8
ENSMUST00000014812.12,Chfr
ENSMUST00000014830.7,Ceacam16
ENSMUST00000014848.10,Hoxa2
ENSMUST00000014891.4,Ankrd53
ENSMUST00000014892.7,Tex261
ENSMUST00000014911.11,Tbp
ENSMUST00000014913.10,Psmb1
ENSMUST00000014917.7,Dll1
ENSMUST00000014920.7,Nol3
ENSMUST00000014922.4,Fhod1
ENSMUST00000014927.7,Plekhg4
ENSMUST00000014957.9,Stc1
ENSMUST00000014981.7,4931428F04Rik
ENSMUST00000014990.12,Tppp3
ENSMUST00000014996.13,Adamts13
ENSMUST00000015000.11,Tmem208
ENSMUST00000015003.9,E2f4
ENSMUST00000015011.9,Surf4
ENSMUST00000015017.7,Surf2
ENSMUST00000015049.4,Dnajb9
ENSMUST00000015100.14,Ppp1cb
ENSMUST00000015107.12,Tlk2
ENSMUST00000015124.14,Tsen15
ENSMUST00000015137.9,Limk1
ENSMUST00000015138.12,Eln
ENSMUST00000015146.15,Efr3a
ENSMUST00000015157.9,Trappc2l
ENSMUST00000015160.5,Acsf3
ENSMUST00000015171.10,Galns
ENSMUST00000015197.8,Gata2
ENSMUST00000015227.3,C8g
ENSMUST00000015234.12,Ptgds
ENSMUST00000015236.3,Edf1
ENSMUST00000015239.9,Fbxw5
ENSMUST00000015256.14,Slc25a13
ENSMUST00000015267.4,Prss28
ENSMUST00000015271.11,Unkl
ENSMUST00000015277.13,Lrrk1
ENSMUST00000015278.14,Aldh1a3
ENSMUST00000015333.11,Casd1
ENSMUST00000015346.11,Cnksr3
ENSMUST00000015358.7,Mtmr1
ENSMUST00000015361.10,Hmgb3
ENSMUST00000015368.7,Cyp2j11
ENSMUST00000015386.11,Nipsnap3a
ENSMUST00000015391.9,Nipsnap3b
ENSMUST00000015394.9,Mmp13
ENSMUST00000015427.12,Fam3a
ENSMUST00000015433.3,Lage3
ENSMUST00000015434.14,Ubl4a
ENSMUST00000015435.10,Gdi1
ENSMUST00000015449.5,Sash1
ENSMUST00000015456.9,Gadd45b
ENSMUST00000015460.4,Slamf1
ENSMUST00000015467.8,Slc39a1
ENSMUST00000015481.5,Endog
ENSMUST00000015484.9,Cybb
ENSMUST00000015486.6,Xk
ENSMUST00000015498.8,Pcolce2
ENSMUST00000015499.13,Cd48
ENSMUST00000015501.10,Clpx
ENSMUST00000015509.10,Mov10l1
ENSMUST00000015511.14,Plxnd1
ENSMUST00000015540.3,Cd83
ENSMUST00000015545.9,Cltrn
ENSMUST00000015576.5,Mcpt2
ENSMUST00000015578.4,Gzmg
ENSMUST00000015581.5,Gzmb
ENSMUST00000015583.1,Ctsg
ENSMUST00000015585.3,Gzmc
ENSMUST00000015587.8,Gzmn
ENSMUST00000015594.8,Mcpt8
ENSMUST00000015595.12,C4a
ENSMUST00000015596.9,Ager
ENSMUST00000015605.14,Atf6b
ENSMUST00000015611.13,Egfl8
ENSMUST00000015612.13,Notch4
ENSMUST00000015620.6,Prrt1
ENSMUST00000015622.7,Rnf5
ENSMUST00000015628.3,Fam163a
ENSMUST00000015645.10,Hivep2
ENSMUST00000015663.6,2310057J18Rik
ENSMUST00000015664.4,Ctsk
ENSMUST00000015666.16,Arnt
ENSMUST00000015667.8,Ctss
ENSMUST00000015680.10,Mocs2
ENSMUST00000015712.14,Lpl
ENSMUST00000015719.15,Atp6v0e
ENSMUST00000015723.4,Nkx2-5
ENSMUST00000015725.15,Bnip1
ENSMUST00000015749.6,Srf
ENSMUST00000015771.2,Gata5
ENSMUST00000015791.5,Lama5
ENSMUST00000015796.8,Steap1
ENSMUST00000015797.10,Steap2
ENSMUST00000015800.15,Hspa8
ENSMUST00000015812.11,Pdzd11
ENSMUST00000015816.4,Mrpl32
ENSMUST00000015829.14,Acadsb
ENSMUST00000015841.11,Setdb1
ENSMUST00000015846.8,Anxa9
ENSMUST00000015855.7,Prune1
ENSMUST00000015858.11,Cers2
ENSMUST00000015866.13,Nlrp5
ENSMUST00000015877.13,Capza2
ENSMUST00000015889.9,Plekho1
ENSMUST00000015891.5,Vps45
ENSMUST00000015892.13,Prpf3
ENSMUST00000015893.12,Anp32e
ENSMUST00000015894.11,Aph1a
ENSMUST00000015901.10,Ppil4
ENSMUST00000015903.11,Cnih1
ENSMUST00000015920.11,Med22
ENSMUST00000015934.12,Surf1
ENSMUST00000015941.7,Bhmt2
ENSMUST00000015948.13,Med28
ENSMUST00000015950.11,Qdpr
ENSMUST00000015981.11,Sqstm1
ENSMUST00000015987.9,Rxrg
ENSMUST00000015994.3,Adamtsl4
ENSMUST00000015998.7,Cd5l
ENSMUST00000016023.8,Fam184b
ENSMUST00000016026.13,Lcorl
ENSMUST00000016031.13,Hal
ENSMUST00000016033.8,Lta4h
ENSMUST00000016034.2,Amdhd1
ENSMUST00000016072.11,Rrbp1
