Gene.name,HGNC.symbol
Mir183,MIR183
Mir433,MIR433
Slc25a51,SLC25A51
Bves,BVES
Pde6a,PDE6A
Rnf31,RNF31
Sqle,SQLE
Ccdc85a,CCDC85A
Rnf34,RNF34
Tanc2,TANC2
Exosc5,EXOSC5
Gnao1,GNAO1
Cpeb4,CPEB4
E2f5,E2F5
Agl,AGL
Cwf19l1,CWF19L1
Fam183b,FAM183A
Zbtb25,ZBTB25
Tnmd,TNMD
Tcf23,TCF23
Ampd3,AMPD3
Gch1,GCH1
Ppp1r26,PPP1R26
Ciao1,CIAO1
Eif5,EIF5
Ccnq,CCNQ
Nebl,NEBL
Lactb2,LACTB2
Bdkrb2,BDKRB2
Aldh5a1,ALDH5A1
Plek2,PLEK2
Txlnb,TXLNB
Clspn,CLSPN
Apoh,APOH
Aars,AARS1
Map4k2,MAP4K2
Psmb5,PSMB5
Spns3,SPNS3
Triml1,TRIML1
Chd1l,CHD1L
Rabl6,RABL6
Rnf166,RNF166
Tacr3,TACR3
Pcdhb18,PCDHB10
Pcdhb18,PCDHB9
Josd2,JOSD2
Cfap300,CFAP300
Thbs4,THBS4
Mycl,MYCL
Nfkb2,NFKB2
Rbck1,RBCK1
Fnip1,FNIP1
Med17,MED17
Efcab5,EFCAB5
Magix,MAGIX
Uaca,UACA
Ralb,RALB
Farsb,FARSB
Ppa2,PPA2
Gm23677,RNU6-1300P
Zfp619,ZNF850
Tex261,TEX261
Gjb4,GJB4
Lrrc27,LRRC27
Zfp282,ZNF282
Ctsa,CTSA
Fibcd1,FIBCD1
Neurog3,NEUROG3
Slc15a2,SLC15A2
Large2,LARGE2
Esx1,ESX1
Bccip,BCCIP
Polr2l,POLR2L
Sgo2a,SGO2
Nfs1,NFS1
Rps27l,RPS27L
Msantd3,MSANTD3
Mpc1,MPC1
Rab23,RAB23
Rpl35a,RPL35A
Vax2,VAX2
Fam160a1,FAM160A1
Ube2cbp,UBE3D
Miga1,MIGA1
Slc7a6os,SLC7A6OS
Smc1a,SMC1A
Tmem269,TMEM269
Nek4,NEK4
Vnn1,VNN1
Gramd1c,GRAMD1C
Mrps11,MRPS11
Inpp5e,INPP5E
Nr1h2,NR1H2
Ticrr,TICRR
Rims2,RIMS2
Foxp3,FOXP3
Zc3h8,ZC3H8
Nudt12,NUDT12
Iqgap2,IQGAP2
Zfp54,ZNF195
Prkn,PRKN
Gjc3,GJC3
Mysm1,MYSM1
Wdr59,WDR59
Psmd12,PSMD12
Trim72,TRIM72
Stab1,STAB1
Rogdi,ROGDI
Dpysl3,DPYSL3
Med12l,MED12L
Arl10,ARL10
Spns1,SPNS1
Myf6,MYF6
Gm25899,RNU4-58P
Rab8b,RAB8B
Tbc1d17,TBC1D17
Tdp1,TDP1
9530068E07Rik,C5orf15
Mast4,MAST4
Bcl7a,BCL7A
Itpk1,ITPK1
Npffr1,NPFFR1
Dkc1,DKC1
Plekho1,PLEKHO1
Szt2,SZT2
Wnt2,WNT2
Nnt,NNT
Mir29b-1,MIR29B1
Cep126,CEP126
Spata16,SPATA16
Ctsg,CTSG
Tlcd5,TLCD5
Fstl1,FSTL1
Fanci,FANCI
Tmem251,TMEM251
F2r,F2R
Meis3,MEIS3
Oxct1,OXCT1
Dock7,DOCK7
Gpnmb,GPNMB
Arnt2,ARNT2
Entr1,ENTR1
Gsx2,GSX2
Tsfm,TSFM
Tceanc2,TCEANC2
Gtf3c6,GTF3C6
Mpg,MPG
Barhl2,BARHL2
Hivep2,HIVEP2
Castor1,CASTOR1
Azgp1,AZGP1
Rrp36,RRP36
Cnnm2,CNNM2
Pou6f2,POU6F2
Igfbp4,IGFBP4
Odf2,ODF2
Rhcg,RHCG
Sh3rf2,SH3RF2
Baz1a,BAZ1A
Irx6,IRX6
Ltv1,LTV1
Vps45,VPS45
Asah1,ASAH1
Cdca7,CDCA7
Etfa,ETFA
Lars,LARS1
Thoc6,THOC6
Gm26207,RNU6-401P
Zfp213,ZNF213
Fndc1,FNDC1
Slc26a1,SLC26A1
Mir346,MIR346
Tcfl5,TCFL5
Carm1,CARM1
Triqk,TRIQK
Plod3,PLOD3
Nms,NMS
Fanca,FANCA
Enox2,ENOX2
Morn5,MORN5
Gjd4,GJD4
Mms19,MMS19
Ccnh,CCNH
Entpd2,ENTPD2
Gabrr2,GABRR2
Rtf2,RTF2
Timm8b,TIMM8B
Gm24357,SNORD6
Snx16,SNX16
Dusp2,DUSP2
Prickle3,PRICKLE3
Vstm5,VSTM5
Slc27a5,SLC27A5
Mtfr1,MTFR1
Med22,MED22
Mfsd13a,MFSD13A
Ipp,IPP
Kdm2a,KDM2A
Slc38a8,SLC38A8
Cpsf2,CPSF2
Gtpbp8,GTPBP8
Tm2d1,TM2D1
Chsy3,CHSY3
Ngdn,NGDN
Slco4c1,SLCO4C1
Wnt8b,WNT8B
Cyp1b1,CYP1B1
Dtx3,DTX3
Commd2,COMMD2
Eaf2,EAF2
Cpsf1,CPSF1
Gfm1,GFM1
Atf1,ATF1
Ptn,PTN
Smn1,SMN2
Rhoh,RHOH
Mad2l1,MAD2L1
Strip1,STRIP1
Mfsd6,MFSD6
Rwdd2a,RWDD2A
Poglut1,POGLUT1
Smc3,SMC3
Rdh12,RDH12
Exosc1,EXOSC1
Rap1b,RAP1B
Slc15a4,SLC15A4
B4gat1,B4GAT1
Car3,CA3
Ptgir,PTGIR
Sppl2a,SPPL2A
Marcks,MARCKS
Fus,FUS
Cdk10,CDK10
Mtg1,MTG1
Gzma,GZMA
Fam13a,FAM13A
Kif18a,KIF18A
Sc5d,SC5D
3110040N11Rik,C15orf40
Fam71d,FAM71D
Icam4,ICAM4
Hnrnpk,HNRNPK
Syt1,SYT1
Idh3a,IDH3A
Hddc3,HDDC3
Pik3r3,P3R3URF-PIK3R3
Pik3r3,PIK3R3
Lep,LEP
Epp13,EDDM13
Map2k3,MAP2K3
Aqp11,AQP11
Gm22572,RNU6-977P
Ndufaf5,NDUFAF5
Pon2,PON2
Otud4,OTUD4
Zc2hc1b,ZC2HC1B
Pex26,PEX26
Hook1,HOOK1
Ccdc106,CCDC106
Ctu2,CTU2
Tox3,TOX3
Polr3b,POLR3B
Cyp1a1,CYP1A1
Olfr66,OR51B4
Mageb18,MAGEB18
Zfp583,ZNF583
Mir331,MIR331
Tspan32,TSPAN32
Acadsb,ACADSB
Pcsk4,PCSK4
Mir151,MIR151A
Dtnbp1,DTNBP1
Ing3,ING3
Cib2,CIB2
Rftn2,RFTN2
Cbfa2t3,CBFA2T3
Atrnl1,ATRNL1
Zyg11b,ZYG11B
Ncaph2,NCAPH2
Vax1,VAX1
Glt1d1,GLT1D1
Sfxn5,SFXN5
Pmvk,PMVK
2700049A03Rik,KIAA0586
Arl6ip5,ARL6IP5
Cenpk,CENPK
Ndufa8,NDUFA8
Bcat2,BCAT2
Bche,BCHE
Inpp5f,INPP5F
Acss3,ACSS3
Wdr3,WDR3
Cdkn2aip,CDKN2AIP
H2ac7,H2AC4
Pde6c,PDE6C
Srsf12,SRSF12
Lrch3,LRCH3
Phkg1,PHKG1
Sprn,SPRN
Syp,SYP
Usp18,USP41
Usp18,USP18
Eif1b,EIF1B
Wdr89,WDR89
Serac1,SERAC1
Chmp1a,CHMP1A
Npr2,NPR2
Pla2g1b,PLA2G1B
Tram1l1,TRAM1L1
Snord14a,SNORD14B
Tshr,TSHR
Sub1,SUB1
Mfsd1,MFSD1
Nt5dc3,NT5DC3
Slc25a28,SLC25A28
Penk,PENK
Gdap1,GDAP1
Map3k15,MAP3K15
Washc1,WASH6P
Washc1,WASHC1
Akr1d1,AKR1D1
Fxyd2,FXYD2
Fxyd2,FXYD6-FXYD2
Clca4a,CLCA4
Mucl3,MUCL3
Eny2,ENY2
Grina,GRINA
Cnot6,CNOT6
1190005I06Rik,C16orf74
Gm24919,RNU6-491P
Higd2a,HIGD2A
Kcnq3,KCNQ3
Ubl7,UBL7
Rpl7l1,RPL7L1
Golga2,GOLGA6D
Golga2,GOLGA6C
Golga2,GOLGA6A
Golga2,GOLGA2
Golga2,GOLGA8R
Golga2,GOLGA8K
Golga2,GOLGA8O
Swi5,SWI5
Pln,PLN
Cplane2,CPLANE2
Copz2,COPZ2
Zfp428,ZNF428
Gpr101,GPR101
Gbf1,GBF1
Tedc2,TEDC2
Dars,DARS1
Gdpd2,GDPD2
Snx2,SNX2
Arsk,ARSK
Nfatc3,NFATC3
Clrn3,CLRN3
Abca1,ABCA1
Panx1,PANX1
F2rl1,F2RL1
Lix1l,LIX1L
Tmprss11f,TMPRSS11F
Tmem87b,TMEM87B
Mybpc1,MYBPC1
Olfr1325,OR13H1
Fut9,FUT9
Gatad2b,GATAD2B
Kirrel3,KIRREL3
Wwp1,WWP1
Ddt,DDTL
Ddt,DDT
Thap11,THAP11
Lrrc4,LRRC4
Slc22a3,SLC22A3
Schip1,SCHIP1
Schip1,IQCJ-SCHIP1
Myo9a,MYO9A
Zfp354c,ZNF354C
Tmem212,TMEM212
Trub1,TRUB1
Hs1bp3,HS1BP3
Actr3,ACTR3
Gabrb1,GABRB1
Xdh,XDH
St8sia4,ST8SIA4
1600012H06Rik,C6orf120
Hirip3,HIRIP3
Ppp1r15a,PPP1R15A
A530016L24Rik,C14orf180
Tcf7,TCF7
Slc34a2,SLC34A2
Sox14,SOX14
Izumo4,IZUMO4
Gpat4,GPAT4
Slc22a16,SLC22A16
Sec63,SEC63
Trem1,TREM1
Smim14,SMIM14
Tmem106a,TMEM106A
Nemp2,NEMP2
Cox7c,COX7C
Acd,ACD
Cox15,COX15
Samd5,SAMD5
Chst2,CHST2
Rmi1,RMI1
Siva1,SIVA1
Zfp174,ZNF174
Plagl1,PLAGL1
Plpp1,PLPP1
Suv39h1,SUV39H1
Lpcat4,LPCAT4
Ppic,PPIC
Nmb,NMB
Gnl2,GNL2
Frmpd1,FRMPD1
Cpsf6,CPSF6
Mrnip,MRNIP
Mllt10,MLLT10
Tgfbi,TGFBI
Il12b,IL12B
Prss12,PRSS12
Galnt17,GALNT17
Nhsl1,NHSL1
Agbl5,AGBL5
Cacfd1,CACFD1
Gpx7,GPX7
Tex48,TEX48
Loxl1,LOXL1
Fa2h,FA2H
Atad2b,ATAD2B
Spag1,SPAG1
Ttbk1,TTBK1
Tas2r138,TAS2R38
Amfr,AMFR
Atr,ATR
Pja1,PJA1
Spata19,SPATA19
Ednra,EDNRA
Igfbpl1,IGFBPL1
Ppm1f,PPM1F
Jhy,JHY
Tbpl1,TBPL1
Srrm3,SRRM3
Dhx58,DHX58
Nin,NIN
Orai3,ORAI3
Clvs1,CLVS1
Snora33,SNORA33
Mavs,MAVS
Bcam,BCAM
Arhgap10,ARHGAP10
Rab37,RAB37
Taok3,TAOK3
Bckdhb,BCKDHB
P3h4,P3H4
Gm9833,MYEF2
Hoxb6,HOXB6
Crym,CRYM
Synm,SYNM
Lrrc61,LRRC61
Eif2s1,EIF2S1
Ankrd37,ANKRD37
Rasl11b,RASL11B
Piwil1,PIWIL1
Catsperz,CATSPERZ
Gpr142,GPR142
Gm23042,RNU6-148P
Tfap2d,TFAP2D
Efcab9,EFCAB9
Plau,PLAU
Mir129-1,MIR129-1
Gpc2,GPC2
Gnrhr,GNRHR
Odf3b,ODF3B
Pus7,PUS7
Prok2,PROK2
Dbndd2,DBNDD2
Wdr53,WDR53
Slc25a1,SLC25A1
Eif3g,EIF3G
Avl9,AVL9
Slc22a2,SLC22A2
Hsf2,HSF2
Mfsd3,MFSD3
Mtdh,MTDH
Gm25409,SNORA41B
Brca1,BRCA1
Ptprn2,PTPRN2
Ppp2r2d,PPP2R2D
Rin2,RIN2
Nqo1,NQO1
Msh2,MSH2
Rbbp7,RBBP7
Fbll1,FBLL1
Abca8b,ABCA8
Sbk2,SBK2
Dcbld1,DCBLD1
Gcm1,GCM1
Btbd17,BTBD17
Sema5b,SEMA5B
Atp5mpl,ATP5MJ
Sgk3,SGK3
Kdm2b,KDM2B
Arg1,ARG1
Grpel2,GRPEL2
Aspn,ASPN
Lpar3,LPAR3
Zfp217,ZNF217
Hk2,HK2
Cpt2,CPT2
Lrrc24,LRRC24
Aldh7a1,ALDH7A1
Laptm4b,LAPTM4B
Npas1,NPAS1
Plac8l1,PLAC8L1
Ptpra,PTPRA
Slc7a14,SLC7A14
Gabbr2,GABBR2
Lcn10,LCN10
Epcam,EPCAM
Zscan25,ZSCAN25
Utp6,UTP6
Fkbp1a,FKBP1C
Scamp5,SCAMP5
Pdss2,PDSS2
Axl,AXL
Mettl1,METTL1
Ccne1,CCNE1
Rap2c,RAP2C
Sipa1l3,SIPA1L3
Adcy4,ADCY4
Strip2,STRIP2
Foxd4,FOXD4L4
Foxd4,FOXD4L5
Foxd4,FOXD4L1
Foxd4,FOXD4
Nop9,NOP9
Cenpi,CENPI
Gfral,GFRAL
Pip4p2,PIP4P2
Morn3,MORN3
Prrx2,PRRX2
Actrt3,ACTRT3
H2bc1,H2BC1
Gucy1a2,GUCY1A2
Cpa2,CPA2
Cops5,COPS5
Ror2,ROR2
Golim4,GOLIM4
Aco2,ACO2
Mir124a-1,MIR124-1
Gpld1,GPLD1
Plcg1,PLCG1
Ppm1j,PPM1J
Vgll2,VGLL2
Gsta3,GSTA5
Sox17,SOX17
Luc7l2,LUC7L2
Wscd2,WSCD2
Kcnk7,KCNK7
Hcfc1r1,HCFC1R1
Lcn9,LCN9
Spata2l,SPATA2L
Wfdc13,WFDC13
Usb1,USB1
Dagla,DAGLA
Glis2,GLIS2
Tnfsf9,TNFSF9
Gm24917,RNU6-707P
Smim20,SMIM20
Phc3,PHC3
Add2,ADD2
Lmo4,LMO4
Cdca8,CDCA8
Pfn4,PFN4
Slc34a3,SLC34A3
Fdx1,FDX1
Sorl1,SORL1
Sulf2,SULF2
Rab11fip5,RAB11FIP5
Tbrg1,TBRG1
Spint4,SPINT4
Mogat2,MOGAT2
Lrrc1,LRRC1
Evi2,EVI2B
Dlgap2,DLGAP2
Edc3,EDC3
Nkapd1,NKAPD1
Map3k7,MAP3K7
Fxr1,FXR1
Ccdc116,CCDC116
Erich6,ERICH6
Zscan2,ZSCAN2
Trps1,TRPS1
Wdr27,WDR27
Asb9,ASB9
Arfgef3,ARFGEF3
Chchd7,CHCHD7
Lamtor4,LAMTOR4
Ptdss1,PTDSS1
Siah2,SIAH2
Dock11,DOCK11
Mmrn1,MMRN1
Pnpla2,PNPLA2
Klhdc4,KLHDC4
Leap2,LEAP2
Ddx10,DDX10
Bbs10,BBS10
Tmem266,TMEM266
Ntrk2,NTRK2
Hspa5,HSPA5
Wnt16,WNT16
Msi1,MSI1
Fam118b,FAM118B
Nedd8,NEDD8
Fkrp,FKRP
Pde4dip,PDE4DIP
Rflna,RFLNA
Il1b,IL1B
Ythdf3,YTHDF3
Supt16,SUPT16H
Filip1,FILIP1
Minar1,MINAR1
Glis1,GLIS1
Lcn2,LCN2
Mir34b,MIR34B
2210016F16Rik,C9orf64
Fahd2a,FAHD2A
Tmem131,TMEM131
Net1,NET1
Fam151a,FAM151A
Spink13,SPINK13
Naa50,NAA50
Neurl3,NEURL3
Bdh2,BDH2
Ctdp1,CTDP1
Atp1a3,ATP1A3
Pycard,PYCARD
Ptchd3,PTCHD3
Cox6b1,COX6B1
Cnot11,CNOT11
Ccdc88b,CCDC88B
Ifngr1,IFNGR1
Abhd17c,ABHD17C
Rgmb,RGMB
Dnajc9,DNAJC9
B3galnt1,B3GALNT1
Pin1,PIN1
Atg12,ATG12
Lypd2,LYPD2
Mir27b,MIR27B
Klhl10,KLHL10
Ccdc110,CCDC110
Qtrt2,QTRT2
Gml,GML
Iqsec2,IQSEC2
Surf1,SURF1
Amotl1,AMOTL1
Arsa,ARSA
Epdr1,EPDR1
Rflnb,RFLNB
Bag3,BAG3
Nipbl,NIPBL
Ube2k,UBE2K
Efs,EFS
Tnni3,TNNI3
Slc4a1ap,SLC4A1AP
Cntn3,CNTN3
Spock1,SPOCK1
Mtg2,MTG2
Vti1b,VTI1B
Rnf113a1,RNF113A
D10Wsu102e,C12orf45
Fam174a,FAM174A
Irf2bp1,IRF2BP1
Nfatc2ip,NFATC2IP
Pif1,PIF1
Aif1,AIF1
Epn3,EPN3
Marchf3,MARCHF3
Gcn1,GCN1
Cd96,CD96
Mdn1,MDN1
Itgam,ITGAM
Tmem178,TMEM178A
Dnajb4,DNAJB4
Top1,TOP1
Ift81,IFT81
Akap12,AKAP12
Tenm3,TENM3
Fabp5,FABP5
Thtpa,THTPA
Sgcb,SGCB
Fam102a,FAM102A
Fyttd1,FYTTD1
Eif1ad,EIF1AD
Rapgef3,RAPGEF3
Yipf1,YIPF1
Capn13,CAPN13
Vav3,VAV3
Sdcbp,SDCBP
Dll1,DLL1
Edar,EDAR
Suclg1,SUCLG1
Ppp1r2,PPP1R2
Frk,FRK
Snx20,SNX20
Tmem25,TMEM25
Caln1,CALN1
Ly75,LY75-CD302
Mon1a,MON1A
Tmem74,TMEM74
Mir139,MIR139
Sh3pxd2b,SH3PXD2B
Uck1,UCK1
Cd70,CD70
Pkdcc,PKDCC
Sox12,SOX12
Pnlip,PNLIP
Tmem29,FAM156B
Tmem29,FAM156A
C330007P06Rik,STEEP1
Dact2,DACT2
Bhlhe41,BHLHE41
Grm6,GRM6
Atp13a5,ATP13A5
Nfkbiz,NFKBIZ
Pld4,PLD4
Ctbp2,CTBP2
Dcaf12,DCAF12
Gm22738,RNU1-33P
Fam122b,PABIR2
St6galnac3,ST6GALNAC3
Baiap2l1,BAIAP2L1
Pxdc1,PXDC1
Asph,ASPH
Fbxo8,FBXO8
Lifr,LIFR
Cd2ap,CD2AP
Gpr82,GPR82
Rab4b,RAB4B-EGLN2
Rab4b,RAB4B
Palmd,PALMD
Cadm4,CADM4
Jmy,JMY
Zmynd19,ZMYND19
Trit1,TRIT1
Ndufa11,NDUFA11
Dhcr24,DHCR24
Rassf2,RASSF2
Mir218-1,MIR218-1
Cited4,CITED4
Prps1,PRPS1
Pdia3,PDIA3
Larp6,LARP6
Klk6,KLK6
Tmem245,TMEM245
Olfr178,OR5K4
Phox2b,PHOX2B
Emilin1,EMILIN1
Rad50,RAD50
Gm24564,SNORD113-3
Ube3c,UBE3C
Scmh1,SCMH1
Aplf,APLF
Stard8,STARD8
Ncald,NCALD
Aurka,AURKA
Arhgef26,ARHGEF26
Cnnm1,CNNM1
Birc3,BIRC3
Ank1,ANK1
Hnf4a,HNF4A
Rasgef1c,RASGEF1C
Mbl2,MBL2
Letm2,LETM2
Cisd2,CISD2
Zfp831,ZNF831
Rab11a,RAB11A
Ccdc8,CCDC8
Afg1l,AFG1L
St3gal1,ST3GAL1
Hoxb9,HOXB9
Arfgef1,ARFGEF1
Rbm47,RBM47
Cables1,CABLES1
Ctnnbip1,CTNNBIP1
Cavin4,CAVIN4
Tent5a,TENT5A
Rnf207,RNF207
Trim55,TRIM55
Garnl3,GARNL3
Cdkn3,CDKN3
Zfand1,ZFAND1
Dlx6,DLX6
Gm10037,ZNF92
Rnf150,RNF150
H2bc21,H2BC11
Anxa4,ANXA4
Ing2,ING2
Enpp2,ENPP2
Sod2,SOD2
Tnni2,TNNI2
Hap1,HAP1
Mak,MAK
Scx,SCX
Slc25a2,SLC25A2
Ankrd17,ANKRD17
Gstt2,GSTT2B
Gstt2,GSTT2
Ndnf,NDNF
Nptx1,NPTX1
Fbxo43,FBXO43
Pmfbp1,PMFBP1
Map3k8,MAP3K8
Dpm2,DPM2
Grm1,GRM1
Pde4c,PDE4C
Dhrs11,DHRS11
Krt73,KRT73
Dnajb6,DNAJB6
Mir96,MIR96
Mrtfb,MRTFB
Jam3,JAM3
Fam76b,FAM76B
Lpo,LPO
Katna1,KATNA1
Bcdin3d,BCDIN3D
Slc30a7,SLC30A7
Cxcr2,CXCR2
Paxx,PAXX
Rnase10,RNASE10
Mal2,MAL2
Foxo6,FOXO6
Mir339,MIR339
Clca1,CLCA1
Amn,AMN
Cpox,CPOX
Saxo1,SAXO1
Bud31,BUD31
Tmem104,TMEM104
Tnfrsf9,TNFRSF9
Trub2,TRUB2
Ptpn3,PTPN3
Atmin,ATMIN
Psmb1,PSMB1
Serpine1,SERPINE1
Ppm1e,PPM1E
Cenpc1,CENPC
Mcfd2,MCFD2
Aoc3,AOC3
Tob1,TOB1
Mre11a,MRE11
Slc25a46,SLC25A46
Nts,NTS
Lgr5,LGR5
Ckb,CKB
Spaar,SPAAR
Nox3,NOX3
Rdh14,RDH14
Lrrc4b,LRRC4B
Slc9a6,SLC9A6
Prdm14,PRDM14
Gpr22,GPR22
Lgi4,LGI4
Nkx2-9,NKX2-8
Palld,PALLD
Ptk2,PTK2
U2af2,U2AF2
Wdr72,WDR72
Cabs1,CABS1
Atp6v1g1,ATP6V1G1
Map3k10,MAP3K10
Pip5kl1,PIP5KL1
Rai1,RAI1
Tspyl5,TSPYL5
Ube2z,UBE2Z
Matn2,MATN2
Zc3h4,ZC3H4
Ssh1,SSH1
Fcsk,FCSK
Bod1,BOD1
Nop53,NOP53
Gas2l1,GAS2L1
Bcl6,BCL6
Scp2,SCP2
Foxj3,FOXJ3
Gm29394,ZHX1-C8orf76
Gm29394,C8orf76
Nr3c1,NR3C1
Irs4,IRS4
Epb41l1,EPB41L1
Cfap54,CFAP54
Kazn,KAZN
Mfsd11,MFSD11
Epha6,EPHA6
Slc30a9,SLC30A9
Ripk3,RIPK3
Havcr2,HAVCR2
Ctrl,CTRL
Vsnl1,VSNL1
Jak2,JAK2
Lrtm1,LRTM1
Eid2,EID2
Usp46,USP46
Fam71b,FAM71B
Slc8a1,SLC8A1
Klk15,KLK15
Olfr368,OR5C1
P4ha3,P4HA3
Htra1,HTRA1
Usp28,USP28
Col4a5,COL4A5
Runx1t1,RUNX1T1
Fezf2,FEZF2
Cga,CGA
Foxo4,FOXO4
Sgpp1,SGPP1
Nek11,NEK11
Igsf6,IGSF6
Tomm22,TOMM22
Dok4,DOK4
Car7,CA7
Uqcr10,UQCR10
Slc66a2,SLC66A2
Gtf2b,GTF2B
Slfnl1,SLFNL1
Selenov,SELENOV
Gm648,CT45A3
Gm648,CT45A5
Gm648,CT45A6
Gm648,CT45A2
Gm648,CT45A7
Gm648,CT45A8
Gm648,CT45A9
Gm648,CT45A1
Gm648,CT45A10
Gm648,SAGE1
Ffar1,FFAR1
R3hdm2,R3HDM2
Fam193b,FAM193B
Hapln1,HAPLN1
4931414P19Rik,C14orf93
Adamts2,ADAMTS2
Pou5f1,POU5F1B
Pou5f1,POU5F1
Gimap4,GIMAP4
Erg28,ERG28
Bbc3,BBC3
Haus7,HAUS7
Gm26264,RNU1-63P
Tbc1d10a,TBC1D10A
1700022I11Rik,C9orf131
Shroom3,SHROOM3
Emc8,EMC8
LTO1,LTO1
Zgpat,ZGPAT
Tmed5,TMED5
Rpl30,RPL30
Rdx,RDX
Bhlhe22,BHLHE22
Mir342,MIR342
Mir455,MIR455
Pop1,POP1
Smarcd1,SMARCD1
Ppil2,PPIL2
Bmp15,BMP15
Zbtb10,ZBTB10
Tmem86b,TMEM86B
Isca1,ISCA1
Tmem135,TMEM135
Cdk17,CDK17
Tmem14a,TMEM14A
Snd1,SND1
Phactr2,PHACTR2
Fyn,FYN
Kctd21,KCTD21
Jak1,JAK1
Ciapin1,CIAPIN1
Dnajc21,DNAJC21
Alpl,ALPL
Snw1,SNW1
Atp2a1,ATP2A1
Ivd,IVD
1700017N19Rik,C12orf50
Impg1,IMPG1
Stx7,STX7
Metap1,METAP1
Ptrh2,PTRH2
Mir126a,MIR126
Bmpr2,BMPR2
Ccno,CCNO
Mir377,MIR377
Mlh3,MLH3
Trnp1,TRNP1
Ermard,ERMARD
Pfn2,PFN2
Fabp9,FABP9
Capza2,CAPZA2
Prkci,PRKCI
Pard3,PARD3
Mvb12b,MVB12B
Zfp113,ZNF460
Cep135,CEP135
Mphosph10,MPHOSPH10
Atad5,ATAD5
Dusp9,DUSP9
Fosb,FOSB
Gm20605,LRCH4
Krcc1,KRCC1
Ecscr,ECSCR
Col6a6,COL6A6
Cnksr3,CNKSR3
Ddx28,DDX28
Ywhaz,YWHAZ
Dnttip2,DNTTIP2
Cldn15,CLDN15
Cdc27,CDC27
Gimap6,GIMAP6
Tslp,TSLP
Dclk2,DCLK2
Tmem120b,TMEM120B
Csrp2,CSRP2
Dpep3,DPEP3
Naa20,NAA20
Inhbc,INHBC
Surf6,SURF6
Brd3,BRD3
Mir30c-2,MIR30C2
Afg3l2,AFG3L2
Lpin3,LPIN3
Serpina6,SERPINA6
Lims1,LIMS4
Crx,CRX
Bckdk,BCKDK
Bcorl1,BCORL1
Neurog1,NEUROG1
Mtres1,MTRES1
Psmb4,PSMB4
4933402N03Rik,C10orf120
Ceacam20,CEACAM20
Sbsn,SBSN
Pgpep1l,PGPEP1L
Jph1,JPH1
Sms,SMS
Pcdh7,PCDH7
Trim33,TRIM33
Ywhag,YWHAG
Cradd,CRADD
Gm22363,RNU6-6P
Xpnpep2,XPNPEP2
Zw10,ZW10
Tbx5,TBX5
Tent5c,TENT5C
Orai1,ORAI1
Stk32a,STK32A
Gnptab,GNPTAB
Wdr70,WDR70
Fndc3b,FNDC3B
Tgfbr3,TGFBR3
Lsamp,LSAMP
Spink7,SPINK7
Tmem171,TMEM171
Olfr94,OR2I1P
Kif11,KIF11
Kit,KIT
Vip,VIP
Gins3,GINS3
Mterf2,MTERF2
Dlx5,DLX5
Abce1,ABCE1
Fxyd7,FXYD7
Fabp4,FABP4
Gopc,GOPC
Kcng3,KCNG3
Clmp,CLMP
Phkg2,PHKG2
Mtpap,MTPAP
Gli1,GLI1
Fbxl13,FBXL13
Nrep,NREP
Gpm6b,GPM6B
Hsbp1,HSBP1
Cops8,COPS8
Lcat,LCAT
Spag8,SPAG8
Adam10,ADAM10
Mesd,MESD
Tmc2,TMC2
Anxa8,ANXA8
Cemip,CEMIP
2310030G06Rik,C11orf52
Gpr160,GPR160
Vps18,VPS18
Gpatch1,GPATCH1
Snrpc,SNRPC
Tcp11l2,TCP11L2
Olah,OLAH
Wdr45,WDR45
Rims3,RIMS3
Ptger4,PTGER4
Pmp2,PMP2
Plekha4,PLEKHA4
Cfap157,CFAP157
Gnpda1,GNPDA1
Ints3,INTS3
Atg9b,ATG9B
Tll1,TLL1
Gm20604,GON7
Washc5,WASHC5
4930505A04Rik,C2orf73
Glipr2,GLIPR2
Hal,HAL
Zfp638,ZNF638
Plpp4,PLPP4
Ireb2,IREB2
Terb1,TERB1
Emilin3,EMILIN3
Fhl2,FHL2
Mbnl3,MBNL3
Pdcd5,PDCD5
Galnt9,GALNT9
Eppin,EPPIN-WFDC6
Eppin,EPPIN
Plaur,PLAUR
Gpihbp1,GPIHBP1
Gbgt1,GBGT1
Adipor2,ADIPOR2
Gcfc2,GCFC2
Zbtb24,ZBTB24
Kdm5c,KDM5C
Rgs10,RGS10
Cep70,CEP70
Igfl3,IGFL4
Mlkl,MLKL
5730480H06Rik,PACRGL
Snord32a,SNORD32B
Zfp219,ZNF219
Rnf44,RNF44
Clns1a,CLNS1A
Ell3,ELL3
Snord61,SNORD61
Pja2,PJA2
Dnajc16,DNAJC16
Cstf1,CSTF1
Eogt,EOGT
Lgi1,LGI1
Klk8,KLK8
Bsx,BSX
Rbm20,RBM20
Scaf8,SCAF8
Mymk,MYMK
Lamc3,LAMC3
Il12rb1,IL12RB1
Gpr173,GPR173
Lamb1,LAMB1
H2az1,H2AZ1
Stk32c,STK32C
Rasa2,RASA2
Sycp1,SYCP1
Pnck,PNCK
Rab11fip3,RAB11FIP3
Irf2,IRF2
Nrg2,NRG2
Calhm6,CALHM6
Rlf,RLF
Irf8,IRF8
Txndc12,TXNDC12
Ogfod1,OGFOD1
Dph7,DPH7
Tspan6,TSPAN6
Manbal,MANBAL
